siteName,siteStatus,siteOperation,siteState,siteZip,siteDistrict,siteCounty,contactPhone,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,_updatedOn,siteAddress
Washtucna Elementary/Highschool,,M-F 10:45 a.m. to 11: 45 a.m,WA,,Washtucna,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,"730 Booth Avenue, Washtucna,"
Wahitis Elementary School,,M-F 11:00 a.m to 12:30 p.m,WA,,Othello,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,"905 S 14th Ave, Othello, 99344"
Hiawatha Elementary School,,M-F 11:00 a.m to 12:30 p.m,WA,,Othello,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,"506 N 7th Ave, Othello"
Othello High School,,M-F 11:00 a.m to 12:30 p.m,WA,,Othello,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,340 S 7th Ave
ROUTE 1:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Golden Plains (11:00 – 11:15 AM)
ROUTE 1:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Radar Trailer Court (11:30 – 11:45 AM)
ROUTE 2:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Sportsman Trailer Court (11:00 – 11:15 AM)
ROUTE 2:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Taggares Park (11:30 – 12:00 PM)
ROUTE 3:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Soda Street & Juniper Street (11:00 – 11:20 AM)
ROUTE 3:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Yellow Camp (1
ROUTE 3:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,1:30 – 11:45 AM)
ROUTE 4:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Weavers Trailer Court (11:00 – 11:15 AM)
ROUTE 4:,Open,,WA,,,Adams County,,,,,,,Sat Apr 11 05:41:06 2020,Summerset West – Drury Ln & Shelly Rd (11:20 – 11:35 AM)
Grantham Elementary,,M-F 7:30-9:00 a.m. and 11:30-12:30 p.m,WA,,Clarkston,Asotin County,,,,,,,Sat Apr 11 05:41:06 2020,"1253 Poplar St, Clarkston"
Clarkston High School,,M-F 7:30-9:00 a.m. and 11:30-12:30 p.m,WA,,Clarkston,Asotin County,,,,,,,Sat Apr 11 05:41:06 2020,"401 Chestnut St, Clarkston"
Badger Mountain Elementary – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1515 Elementary St, Richland"
Jason Lee Elementary – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1750 McMurray Ave, Richland"
Jefferson Elementary – back door drop off loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,1550 George Washington Way
Lewis & Clark Elementary – back door drop off loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"415 Jadwin Ave, Richland"
Marcus Whitman Elementary – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1704 Gray St, Richland"
Orchard Elementary – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1600 Gala Way, Richland"
Sacajawea Elementary – back bus loop off Catskill,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"535 Fuller St, Richland"
Tapteal Elementary – side bus loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"2100 Sunshine Ave, West Richland"
White Bluffs Elementary – back door bus loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1250 Kensington Way, Richland"
William Wiley Elementary – front drop off loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"2820 S Highland Blvd, West Richland"
Chief Joseph Middle School – bus loop on Jadwin Ave,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"504 Wilson St, Richland"
Enterprise Middle School – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"5200 Paradise Way, West Richland"
Leona Libby Middle School – side door bus loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"3259 Belmont Blvd, West Richland"
Hanford High School – front door loop,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"450 Hanford St, Richland"
Richland High School – drop off loop on Thayer Avenue,,M-F 10:45am – 12:15pm,WA,,Richland,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"930 Long Ave, Richland"
Amistad Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"123 S Kent St, Kennewick"
Amon Creek Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"18 Center Pkwy, Richland"
Canyon View Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1229 W 22nd Pl, Kennewick"
Eastgate Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"910 E 10th Ave, Kennewick"
Lincoln Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"4901 W 20th Ave, Kennewick"
Park Middle School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"1011 W 10th Ave, Kennewick"
Ridge View Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"7001 W 13th Ave, Kennewick"
Southgate Elementary School,,M-F 11am – 12:30pm,WA,,Kennewick,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"3121 W 19th Ave, Kennewick"
Keene-Riverview Elementary School (bus loading zone-drive thru style),,11:00 a.m. – 12:30 p.m.,WA,,Prosser,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"832 Park Ave, Prosser"
Housel Middle School (meals will be located in the parking lot near the north gym),,11:00 a.m. – 12:30 p.m.,WA,,Prosser,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"2001 Highland Dr, Prosser"
Whitstran Elementary School (Drive thru),,11:00 a.m. – 12:30 p.m.,WA,,Prosser,Benton County,,,,,,,Sat Apr 11 05:41:06 2020,"10201 W Foisy Rd, Prosser"
"Beaver Valley School, Plain",,M-F 8:45-9:45 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"19265 Beaver Valley Rd, Leavenworth"
"Blewett Fire Station, Blewett (Valley Hi)",,M-F 8:40-9:40 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"228 Chumstick Hwy, Leavenworth"
Cascade High School,,M-F 8:15-9:15 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"10190 Chumstick Hwy, Leavenworth"
Dryden Softball Field Park,,M-F 8:50-9:50 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"300 Enchantment Park Way, Leavenworth"
"Nason Creek Rest area, Merritt",,M-F 8:45 – 9:45 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"US-2, Leavenworth"
Peshastin-Dryden Elementary School,,M-F 8:30-9:30 am,WA,,Cascade,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"10001 School St, Peshastin"
Morgen Owings Elementary School,,M-F 10:30 – 12:30 p.m,WA,,Lake Chelan,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"407 E Woodin Ave, Chelan"
Chelan Middle School,,M-F 10:30 – 12:30 p.m,WA,,Lake Chelan,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"215 Webster Ave, Chelan"
Columbia Elementary School,,M-F 11am – 1pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"600 Alaska St, Wenatchee"
Lewis & Clark Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1130 Princeton Ave, Wenatchee"
Lincoln Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1224 Methow St, Wenatchee"
Mission View Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"60 Terminal Ave, Wenatchee"
Newbery Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"850 N Western Ave, Wenatchee"
Sunnyslope Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"3109 School St, Wenatchee"
Washington Elementary School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1401 Washington St, Wenatchee"
Foothills Middle School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1410 Maple St, Wenatchee"
Orchard Middle School,,"1024 Orchard Ave, Wenatchee",WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,
Pioneer Middle School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1620 Russell St, Wenatchee"
Wenatchee High School,,M-F 11 am – 1 pm,WA,,Wenatchee,Chelan County,,,,,,,Sat Apr 11 05:41:06 2020,"1101 Millerdale Ave, Wenatchee"
Dry Creek Elementary School (bus loading zone past the main parking lot),,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"25 Rife Rd, Port Angeles"
Hamilton Elementary-Pick up in the front of the school on 8th Street.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"1822 W 7th St, Port Angeles"
Jefferson Elementary-pick up in the bus loop off of Chase Rd.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"218 E 12th St, Port Angeles"
Franklin Elementary-pick up in front of the school on Washington.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"2505 S Washington St, Port Angeles"
Roosevelt Elementary– pick up in the front of the school office.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"106 Monroe Rd, Port Angeles"
Lincoln High School-pick up entrance off of B Street.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"924 W 9th St, Port Angeles"
Stevens Middle School-pick up in front of the school off of 14th Street,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"1139 W 14th St, Port Angeles"
Port Angeles High School-pick up on the Service Rd behind the HS. Entrance to,,"304 E Park Ave, Port Angeles",WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,Service Rd is off Park (on west side of school).
Lower Elwha Tribal Center– pick up in the front parking lot.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"2851 Lower Elwha Rd, Port Angeles"
Deer Park Cinema-pick up in the front parking lot.,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"96 Deer Park Ln, Port Angeles"
Gravel pit at corner of Place and Ranger Roads,,M-F 11:30am – 12:15pm,WA,,Port Angeles,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"143 Gravel Pit Rd, Port Angeles"
Forks High School,,M-F 10:30am – 11:30am,WA,,Quillayute Valley,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"261 Spartan Ave, Forks"
Greywolf Elementary School front entrance,,M-F 11:30-12:30pm,WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"171 Carlsborg Rd, Sequim"
"Sequim Middle School side entrance of the cafeteria, 11:30-12:30pm",,M-F 11:30-12:30pm,WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"301 W Hendrickson Rd, Sequim"
The Boys and Girls Club will be delivering meals to the following locations:,,"202 N Blake Ave, Sequim",WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,Carrie Blake Park
Elk Creek Apartments,,M-F 12-1pm,WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"90 S Rhodefer Rd, Sequim"
Seabreeze Apartments,,M-F 12-1pm,WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"525 McCurdy Rd, Sequim"
Boys and Girls Club,,M-F 12-1pm,WA,,Sequim,Clallam County,,,,,,,Sat Apr 11 05:41:06 2020,"400 W Fir St, Sequim"
Amboy Middle School,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"22115 NE Chelatchie Rd, Amboy"
Battle Ground High School,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"300 W Main St, Battle Ground"
Captain Strong Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1002 NW 6th Ave, Battle Ground"
Daybreak Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1900 NW 20th Ave, Battle Ground"
Glenwood Heights Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"9716 NE 134th St, Vancouver"
Maple Grove Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"610 B SW Eaton Blvd, Battle Ground"
Pleasant Valley Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"14320 NE 50th Ave, Vancouver"
Prairie High School,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"11311 NE 119th St, Vancouver"
Tukes Valley Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"20601 NE 167th Ave, Battle Ground"
Yacolt Primary,,M-F 11am – 12:00pm,WA,,Battle Ground,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"406 W Yacolt Rd, Yacolt"
Burton Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"14015 NE 28th St, Vancouver"
Cascade Middle School,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"13900 NE 18th St, Vancouver"
Covington Middle School,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"11200 NE Rosewood Ave, Vancouver"
Crestline Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"13003 SE 7th St, Vancouver"
Ellsworth Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"512 SE Ellsworth Road, Vancouver"
Hearthwood Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"801 NE Hearthwood Blvd, Vancouver"
Heritage High School,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"7825 NE 130th Ave, Vancouver"
Mill Plain Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"400 NE 164th Ave, Vancouver"
Silver Star Elementary,,M-F 9:00am – 11:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"10500 NE 86th St, Vancouver"
Burnt Bridge Creek Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"14619 NE 49th St, Vancouver"
HeLa High School,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1905 NE 9th St, Vancouver"
Image Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"4400 NE 122nd Ave, Vancouver"
Marrion Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"10119 NE 14th St, Vancouver"
Columbia Valley Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"17500 SE Sequoia Circle, Vancouver"
Endeavour Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2701 NE Four Seasons Lane, Vancouver"
Fircrest Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"12001 NE 9th St, Vancouver"
Fisher’s Landing Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"3800 SE Hiddenbrook Dr., Vancouver"
Harmony Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"17404 NE 18th St, Vancouver"
Illahee Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"19401 SE 1st St, Vancouver"
Mountain View High School,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1500 SE Blairmont Dr, Vancouver"
Orchards Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"11405 NE 69th St, Vancouver"
Pioneer Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"7212 NE 166th Ave, Vancouver"
Riverview Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"12601 SE Riverridge Dr., Vancouver"
Sifton Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"7301 NE 137th Ave, Vancouver"
Sunset Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"9001 NE 95th St, Vancouver"
Wy’east Middle School,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1112 SE 136th Ave, Vancouver"
York Elementary,,M-F 9:00am – 10:00am,WA,,Evergreen,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"9301 NE 152nd Ave, Vancouver"
Anderson Elementary,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2215 NE 104th St #5641, Vancouver"
Fruit Valley Elementary,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"3410 NW Fruit Valley Rd, Vancouver"
Ogden Elementary School,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"3200 NE 86th Ave, Vancouver"
Roosevelt Elementary,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2921 Falk Rd #5683, Vancouver"
Washington Elementary School,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2908 S St #2932, Vancouver"
Discovery Middle School,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"800 E 40th St, Vancouver"
Jason Lee Middle School,,M-F 10:00am – 12:00pm,WA,,Vancouver,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"8500 NW 9th Ave, Vancouver"
Liberty Middle School,,M-F 9am – 11am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1612 NE Garfield St, Camas"
Skyridge Middle School,,M-F 9am – 11am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"5220 NW Parker St, Camas"
Dorothy Fox Elementary School,,M-F 7:45 – 8:30am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2623 NW Sierra St, Camas"
Prune Hill Elementary School,,M-F 7:45 – 8:30am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"1601 NW Tidland St, Camas"
Grass Valley Elementary School,,M-F 7:45 – 8:30am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"3000 NW Grass Valley Dr, Camas"
Woodburn Elementary School,,M-F 7:45 – 8:30am,WA,,Camas,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"2400 NE Woodburn Dr, Camas"
Union Ridge Elementary (Building B),,M-F 11:00am – 12:00pm,WA,,Ridgefield,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"330 N 5th Ave, Ridgefield"
South Ridge Elementary (Building B),,M-F 11:00am – 12:00pm,WA,,Ridgefield,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"502 NW 199th St, Ridgefield"
Hamllik Park,,M-F 10:00am – 12:00pm,WA,,Washougal,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,4285 Addy St Washougal
Hathaway Elementary School,,M-F 10:00am – 12:00pm,WA,,Washougal,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"630 24th St, Washougal"
Cape Horn-Skye Elementary School,,M-F 10:00am – 12:00pm,WA,,Washougal,Clark County,,,,,,,Sat Apr 11 05:41:06 2020,"9731 Washougal River Rd, Washougal"
Castle Rock Elementary School,,M-F 10:00am – 12:00pm,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"700 Huntington Ave S, Castle Rock"
Camelot & Guinevere,,M-F 10:00am – 10:10am,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,Guinevere Ct & Camelot Dr
Dougherty & Ramsey,,M-F 10:20am – 10:30am,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"1100 Dougherty Dr NE, Castle Rock"
“Chuck’s” Shell Station & Tower Rd,,M-F 10:35am – 10:50am,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,No Address found
Old Pacific Hwy & Burma Rd,,M-F 11:10am – 11:20am,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,Burma Rd & Old Pacific Hwy
Happy Trials & Barnes Dr,,M-F 11:25am – 11:30am,WA,,Castle Rock,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,Driftwood Ln & Barnes Dr
St. Helens Elementary – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"431 27th Ave, Longview"
Kessler Elementary – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"1902 E Kessler Blvd, Longview"
Monticello Middle School – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"2715 Lilac St, 1225 28th Ave"
Northlake Elementary – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"2210 Olympia Way, Longview"
Columbia Heights Elementary – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"2820 Parkview Dr, Longview"
Mint Valley Elementary – Main Office Entrance,,M-F 12:00pm – 12:30pm,WA,,Longview,Cowlitz County,,,,,,,Sat Apr 11 05:41:06 2020,"2745 38th Ave, Longview"
Bridgeport Elementary School,,M-F 7:30AM-9:00AM AND 11:30AM-12:30PM,WA,,Bridgeport,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"1400 Tacoma Avenue, Bridgeport"
Rock Island Elementary School (Front Door Entry),,M-F 11:30AM-1:00PM,WA,,Eastmont,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"5645 Rock Island Rd, Rock Island"
Ulysses S. Grant Elementary (Commons Entry),,M-F 11:30AM-1:00PM,WA,,Eastmont,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"1430 1st St Se, East Wenatchee"
Sterling Intermediate Middle School (Entry on James Street),,M-F 11:30AM-1:00PM,WA,,Eastmont,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"600 N James Ave, East Wenatchee"
Cascade Elementary (Entry to Gymnasium),,M-F 11:30AM-1:00PM,WA,,Eastmont,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"2330 N Baker Ave, East Wenatchee"
Mansfield School,,at 509-683-1012 for more information.,WA,,Mansfield,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"Both breakfast and lunch are available through the school, contact the school directly"
Orondo Elementary School,,M-F 11:00AM-12:30PM,WA,,Orondo,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"100 Orondo School Rd, Orondo"
Waterville School,,M-F 9:00AM-10:00AM,WA,,Waterville,Douglas County,,,,,,,Sat Apr 11 05:41:06 2020,"200 E Birch St, Waterville"
Inchelium School,,M-F 11:30AM-12:30PM,WA,,Inchelium,Ferry County,,,,,,,Sat Apr 11 05:41:06 2020,"2 Hornet Avenue, Inchelium"
Keller School,,"Keller School will be delivering meals to families starting March 23. To be added to the delivery list, contact 509-634-4325.",WA,,Keller,Ferry County,,,,,,,Sat Apr 11 05:41:06 2020,
Orient School,,"Meals will be delivered along existing bus routes. If you would like to have meals delivered, contact 509-684-6873.",WA,,Orient,Ferry County,,,,,,,Sat Apr 11 05:41:06 2020,
Connell Elementary School,,M-F 11:00AM-11:30AM,WA,,North Franklin,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1001 West Clark Street, Connell"
Connell High School Cafeteria,,M-F 11:00AM-11:30AM,WA,,North Franklin,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1100 West Clark Street, Connell"
Mesa Elementary School,,M-F 11:00AM-11:30AM,WA,,North Franklin,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"200 East Pepiot Road, Mesa"
Basin City Elementary School,,M-F 11:00AM-11:30AM,WA,,North Franklin,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"303 Bailie Blvd., Mesa"
